0, 0, 142.993000, -33.122900
0, 0, 145.295300, -33.172150
0, 8, 145.295300, -33.172150
0, 8, 149.090000, -39.781500
0, 3, 149.090000, -39.781500
0, 3, 147.779600, -40.333100
0, 4, 147.779600, -40.333100
0, 4, 144.412600, -40.195200
0, 5, 144.412600, -40.195200
0, 5, 140.736200, -39.289000
0, 6, 140.736200, -39.289000
0, 6, 140.335800, -37.476600
0, 7, 140.335800, -37.476600
0, 7, 142.993000, -33.122900
1, 8, 149.090000, -39.781500
1, 8, 145.295300, -33.172150
1, 9, 145.295300, -33.172150
1, 9, 147.597600, -33.221400
1, 1, 147.597600, -33.221400
1, 1, 150.054600, -36.590100
1, 2, 150.054600, -36.590100
1, 2, 150.400400, -39.229900